,id,lottery_date,times,number_1,number_2,number_3,number_4,number_5,number_6,number_7,bonus_number1,bonus_number2,lottery_number
196,146,2016-02-05,146,04,10,25,27,28,33,34,15,35,"04,10,25,27,28,33,34,15,35,"
197,147,2016-02-12,147,01,05,07,12,15,24,25,08,14,"01,05,07,12,15,24,25,08,14,"
198,148,2016-02-19,148,01,09,11,16,20,30,34,12,33,"01,09,11,16,20,30,34,12,33,"
199,149,2016-02-26,149,01,04,15,19,22,23,31,12,32,"01,04,15,19,22,23,31,12,32,"
200,150,2016-03-04,150,06,07,14,20,27,31,34,11,24,"06,07,14,20,27,31,34,11,24,"
201,151,2016-03-11,151,09,10,13,15,21,22,24,04,08,"09,10,13,15,21,22,24,04,08,"
202,152,2016-03-18,152,08,12,17,21,23,24,31,06,07,"08,12,17,21,23,24,31,06,07,"
203,153,2016-03-25,153,07,09,10,16,20,28,37,02,33,"07,09,10,16,20,28,37,02,33,"
204,154,2016-04-01,154,02,04,19,21,24,28,35,03,13,"02,04,19,21,24,28,35,03,13,"
205,155,2016-04-08,155,02,09,13,18,22,24,26,10,37,"02,09,13,18,22,24,26,10,37,"
206,156,2016-04-15,156,04,09,16,19,22,33,34,17,36,"04,09,16,19,22,33,34,17,36,"
207,157,2016-04-22,157,05,09,16,26,28,29,32,01,37,"05,09,16,26,28,29,32,01,37,"
208,158,2016-04-29,158,03,06,07,30,32,36,37,05,20,"03,06,07,30,32,36,37,05,20,"
209,159,2016-05-06,159,10,14,17,21,23,27,31,16,24,"10,14,17,21,23,27,31,16,24,"
210,160,2016-05-13,160,01,02,08,24,32,36,37,23,33,"01,02,08,24,32,36,37,23,33,"
211,161,2016-05-20,161,08,14,17,18,20,22,34,04,30,"08,14,17,18,20,22,34,04,30,"
212,162,2016-05-27,162,02,07,08,12,14,23,27,06,10,"02,07,08,12,14,23,27,06,10,"
213,163,2016-06-03,163,01,02,06,16,28,30,31,03,07,"01,02,06,16,28,30,31,03,07,"
214,164,2016-06-10,164,03,13,20,23,31,35,36,02,11,"03,13,20,23,31,35,36,02,11,"
215,165,2016-06-17,165,09,11,14,15,16,18,27,06,20,"09,11,14,15,16,18,27,06,20,"
216,166,2016-06-24,166,14,20,27,29,30,31,37,23,34,"14,20,27,29,30,31,37,23,34,"
217,167,2016-07-01,167,01,03,05,07,10,26,36,19,37,"01,03,05,07,10,26,36,19,37,"
218,168,2016-07-08,168,03,09,12,14,19,20,36,02,05,"03,09,12,14,19,20,36,02,05,"
219,169,2016-07-15,169,01,05,10,20,21,28,30,25,26,"01,05,10,20,21,28,30,25,26,"
220,170,2016-07-22,170,03,05,06,09,27,32,36,12,24,"03,05,06,09,27,32,36,12,24,"
221,171,2016-07-29,171,01,02,06,21,23,27,28,11,16,"01,02,06,21,23,27,28,11,16,"
222,172,2016-08-05,172,05,20,21,27,30,31,36,09,26,"05,20,21,27,30,31,36,09,26,"
223,173,2016-08-12,173,07,09,19,22,24,27,30,04,28,"07,09,19,22,24,27,30,04,28,"
224,174,2016-08-19,174,10,13,14,15,23,31,32,04,29,"10,13,14,15,23,31,32,04,29,"
225,175,2016-08-26,175,06,17,21,31,33,35,37,14,18,"06,17,21,31,33,35,37,14,18,"
226,176,2016-09-02,176,01,11,12,17,22,30,35,15,16,"01,11,12,17,22,30,35,15,16,"
227,177,2016-09-09,177,09,15,19,23,25,34,36,02,35,"09,15,19,23,25,34,36,02,35,"
228,178,2016-09-16,178,06,09,11,15,26,34,36,13,37,"06,09,11,15,26,34,36,13,37,"
229,179,2016-09-23,179,04,09,12,13,22,26,36,05,33,"04,09,12,13,22,26,36,05,33,"
230,180,2016-09-30,180,01,08,11,21,23,25,28,05,37,"01,08,11,21,23,25,28,05,37,"
231,181,2016-10-07,181,07,08,10,13,19,23,24,15,27,"07,08,10,13,19,23,24,15,27,"
232,182,2016-10-14,182,01,07,10,11,20,23,30,03,37,"01,07,10,11,20,23,30,03,37,"
233,183,2016-10-21,183,06,15,20,26,33,34,37,19,29,"06,15,20,26,33,34,37,19,29,"
234,184,2016-10-28,184,07,14,18,22,23,26,34,02,32,"07,14,18,22,23,26,34,02,32,"
235,185,2016-11-04,185,01,02,04,16,26,29,34,11,12,"01,02,04,16,26,29,34,11,12,"
236,186,2016-11-11,186,05,14,16,19,31,33,37,21,28,"05,14,16,19,31,33,37,21,28,"
237,187,2016-11-18,187,04,06,10,23,24,32,36,15,31,"04,06,10,23,24,32,36,15,31,"
238,188,2016-11-25,188,06,15,19,25,26,30,31,14,18,"06,15,19,25,26,30,31,14,18,"
239,189,2016-12-02,189,03,07,08,10,18,23,35,01,19,"03,07,08,10,18,23,35,01,19,"
240,190,2016-12-09,190,02,11,12,18,21,33,36,08,34,"02,11,12,18,21,33,36,08,34,"
241,191,2016-12-16,191,08,15,21,24,26,27,29,07,30,"08,15,21,24,26,27,29,07,30,"
242,192,2016-12-23,192,12,13,14,19,25,33,34,03,22,"12,13,14,19,25,33,34,03,22,"
243,193,2016-12-30,193,04,06,20,21,22,24,31,09,10,"04,06,20,21,22,24,31,09,10,"
244,194,2017-01-06,194,03,06,27,30,31,32,36,14,23,"03,06,27,30,31,32,36,14,23,"
245,195,2017-01-13,195,04,07,12,20,23,24,31,26,35,"04,07,12,20,23,24,31,26,35,"
246,196,2017-01-20,196,07,13,15,25,30,32,37,08,14,"07,13,15,25,30,32,37,08,14,"
247,197,2017-01-27,197,06,08,10,12,16,21,28,14,23,"06,08,10,12,16,21,28,14,23,"
248,198,2017-02-03,198,18,21,31,32,33,36,37,05,25,"18,21,31,32,33,36,37,05,25,"
249,199,2017-02-10,199,01,09,17,20,22,28,29,13,16,"01,09,17,20,22,28,29,13,16,"
250,200,2017-02-17,200,13,14,17,21,27,28,34,01,11,"13,14,17,21,27,28,34,01,11,"
251,201,2017-02-24,201,08,11,17,24,28,31,32,12,34,"08,11,17,24,28,31,32,12,34,"
252,202,2017-03-03,202,03,07,11,16,22,34,37,29,32,"03,07,11,16,22,34,37,29,32,"
253,203,2017-03-10,203,06,13,17,22,32,33,36,12,28,"06,13,17,22,32,33,36,12,28,"
254,204,2017-03-17,204,05,19,20,21,30,34,36,07,12,"05,19,20,21,30,34,36,07,12,"
255,205,2017-03-24,205,04,05,19,31,35,36,37,27,32,"04,05,19,31,35,36,37,27,32,"
256,206,2017-03-31,206,01,06,07,11,27,35,36,22,26,"01,06,07,11,27,35,36,22,26,"
257,207,2017-04-07,207,04,05,10,13,28,32,33,19,26,"04,05,10,13,28,32,33,19,26,"
258,208,2017-04-14,208,04,13,16,18,22,26,33,27,29,"04,13,16,18,22,26,33,27,29,"
259,209,2017-04-21,209,03,04,06,13,22,31,36,28,34,"03,04,06,13,22,31,36,28,34,"
260,210,2017-04-28,210,02,04,06,11,15,19,36,23,34,"02,04,06,11,15,19,36,23,34,"
261,211,2017-05-05,211,07,15,22,25,31,32,35,29,36,"07,15,22,25,31,32,35,29,36,"
262,212,2017-05-12,212,04,06,10,19,20,24,29,01,27,"04,06,10,19,20,24,29,01,27,"
263,213,2017-05-19,213,05,13,15,18,19,24,35,20,23,"05,13,15,18,19,24,35,20,23,"
264,214,2017-05-26,214,02,06,09,12,31,36,37,03,22,"02,06,09,12,31,36,37,03,22,"
265,215,2017-06-02,215,11,12,13,21,29,36,37,07,09,"11,12,13,21,29,36,37,07,09,"
266,216,2017-06-09,216,09,14,22,24,25,36,37,08,28,"09,14,22,24,25,36,37,08,28,"
267,217,2017-06-16,217,04,06,26,27,28,35,36,24,34,"04,06,26,27,28,35,36,24,34,"
268,218,2017-06-23,218,15,16,17,21,26,29,30,10,34,"15,16,17,21,26,29,30,10,34,"
269,219,2017-06-30,219,06,09,13,14,21,25,31,02,04,"06,09,13,14,21,25,31,02,04,"
270,220,2017-07-07,220,07,09,11,18,25,28,35,20,27,"07,09,11,18,25,28,35,20,27,"
271,221,2017-07-14,221,01,02,09,11,17,30,35,13,36,"01,02,09,11,17,30,35,13,36,"
272,222,2017-07-21,222,03,09,18,21,23,27,29,35,37,"03,09,18,21,23,27,29,35,37,"
273,223,2017-07-28,223,10,13,19,21,26,33,34,24,25,"10,13,19,21,26,33,34,24,25,"
274,224,2017-08-04,224,02,04,07,10,12,29,34,01,21,"02,04,07,10,12,29,34,01,21,"
275,225,2017-08-11,225,13,15,17,18,20,21,26,25,29,"13,15,17,18,20,21,26,25,29,"
276,226,2017-08-18,226,12,17,21,24,26,30,32,10,22,"12,17,21,24,26,30,32,10,22,"
277,227,2017-08-25,227,02,03,07,09,22,23,26,29,30,"02,03,07,09,22,23,26,29,30,"
278,228,2017-09-01,228,06,11,14,21,24,28,31,22,36,"06,11,14,21,24,28,31,22,36,"
279,229,2017-09-08,229,02,03,09,30,33,36,37,01,32,"02,03,09,30,33,36,37,01,32,"
280,230,2017-09-15,230,03,05,08,15,22,25,27,18,31,"03,05,08,15,22,25,27,18,31,"
281,231,2017-09-22,231,04,15,18,24,25,34,36,10,26,"04,15,18,24,25,34,36,10,26,"
282,232,2017-09-29,232,02,04,07,09,15,35,37,10,23,"02,04,07,09,15,35,37,10,23,"
283,233,2017-10-06,233,03,13,17,25,26,27,29,08,37,"03,13,17,25,26,27,29,08,37,"
284,234,2017-10-13,234,07,14,15,16,23,25,30,05,34,"07,14,15,16,23,25,30,05,34,"
285,235,2017-10-20,235,02,09,13,18,21,33,34,03,11,"02,09,13,18,21,33,34,03,11,"
286,236,2017-10-27,236,19,22,23,34,35,36,37,10,30,"19,22,23,34,35,36,37,10,30,"
287,237,2017-11-03,237,03,04,07,19,20,21,29,08,33,"03,04,07,19,20,21,29,08,33,"
288,238,2017-11-10,238,03,21,26,33,34,35,37,23,31,"03,21,26,33,34,35,37,23,31,"
289,239,2017-11-17,239,08,13,17,21,23,28,37,01,14,"08,13,17,21,23,28,37,01,14,"
290,240,2017-11-24,240,09,12,14,24,29,31,35,05,30,"09,12,14,24,29,31,35,05,30,"
291,241,2017-12-01,241,05,11,12,19,21,26,28,04,20,"05,11,12,19,21,26,28,04,20,"
292,242,2017-12-08,242,01,05,13,17,31,32,35,19,24,"01,05,13,17,31,32,35,19,24,"
293,243,2017-12-15,243,06,09,13,18,20,22,30,11,14,"06,09,13,18,20,22,30,11,14,"
294,244,2017-12-22,244,02,09,17,22,32,34,36,11,12,"02,09,17,22,32,34,36,11,12,"
295,245,2017-12-29,245,02,08,09,11,24,26,27,07,36,"02,08,09,11,24,26,27,07,36,"
296,246,2018-01-05,246,03,06,09,19,23,25,31,21,36,"03,06,09,19,23,25,31,21,36,"
297,247,2018-01-12,247,10,12,13,16,34,35,36,11,37,"10,12,13,16,34,35,36,11,37,"
298,248,2018-01-19,248,01,05,06,22,25,27,31,12,18,"01,05,06,22,25,27,31,12,18,"
299,249,2018-01-26,249,09,20,28,29,31,34,37,05,25,"09,20,28,29,31,34,37,05,25,"
300,250,2018-02-02,250,05,09,10,13,26,30,34,18,23,"05,09,10,13,26,30,34,18,23,"
301,251,2018-02-09,251,01,15,20,26,28,34,37,23,30,"01,15,20,26,28,34,37,23,30,"
302,252,2018-02-16,252,08,23,24,25,27,30,31,11,17,"08,23,24,25,27,30,31,11,17,"
303,253,2018-02-23,253,06,07,09,12,15,17,24,26,29,"06,07,09,12,15,17,24,26,29,"
304,254,2018-03-02,254,01,12,14,18,23,24,31,07,26,"01,12,14,18,23,24,31,07,26,"
305,255,2018-03-09,255,01,04,11,13,15,21,32,05,10,"01,04,11,13,15,21,32,05,10,"
306,256,2018-03-16,256,14,21,24,27,30,33,37,19,20,"14,21,24,27,30,33,37,19,20,"
307,257,2018-03-23,257,05,15,16,26,27,32,35,23,28,"05,15,16,26,27,32,35,23,28,"
308,258,2018-03-30,258,01,03,11,20,23,32,35,25,26,"01,03,11,20,23,32,35,25,26,"
309,259,2018-04-06,259,05,06,15,19,22,29,32,04,31,"05,06,15,19,22,29,32,04,31,"
310,260,2018-04-13,260,04,08,12,23,29,31,34,05,06,"04,08,12,23,29,31,34,05,06,"
311,261,2018-04-20,261,04,14,15,17,21,23,26,07,08,"04,14,15,17,21,23,26,07,08,"
312,262,2018-04-27,262,02,06,07,09,19,23,36,05,15,"02,06,07,09,19,23,36,05,15,"
313,263,2018-05-04,263,01,05,11,16,27,35,36,06,14,"01,05,11,16,27,35,36,06,14,"
314,264,2018-05-11,264,08,13,15,17,21,26,29,04,24,"08,13,15,17,21,26,29,04,24,"
315,265,2018-05-18,265,12,13,15,19,21,24,36,10,37,"12,13,15,19,21,24,36,10,37,"
316,266,2018-05-25,266,06,11,15,17,20,27,32,16,22,"06,11,15,17,20,27,32,16,22,"
317,267,2018-06-01,267,08,13,18,20,23,25,26,06,28,"08,13,18,20,23,25,26,06,28,"
318,268,2018-06-08,268,04,05,09,15,29,31,33,26,27,"04,05,09,15,29,31,33,26,27,"
319,269,2018-06-15,269,01,09,15,24,31,33,36,02,26,"01,09,15,24,31,33,36,02,26,"
320,270,2018-06-22,270,01,02,11,13,15,24,25,26,28,"01,02,11,13,15,24,25,26,28,"
321,271,2018-06-29,271,01,09,15,16,19,32,35,14,31,"01,09,15,16,19,32,35,14,31,"
322,272,2018-07-06,272,02,05,08,15,18,26,31,19,25,"02,05,08,15,18,26,31,19,25,"
323,273,2018-07-13,273,13,15,21,23,26,32,34,05,09,"13,15,21,23,26,32,34,05,09,"
324,274,2018-07-20,274,09,14,21,23,25,26,37,07,29,"09,14,21,23,25,26,37,07,29,"
325,275,2018-07-27,275,08,09,15,19,24,25,35,34,37,"08,09,15,19,24,25,35,34,37,"
326,276,2018-08-03,276,03,06,12,17,22,34,35,02,33,"03,06,12,17,22,34,35,02,33,"
327,277,2018-08-10,277,06,07,09,11,21,23,25,01,22,"06,07,09,11,21,23,25,01,22,"
328,278,2018-08-17,278,06,09,14,21,23,33,36,27,28,"06,09,14,21,23,33,36,27,28,"
329,279,2018-08-24,279,07,11,15,17,19,23,31,09,37,"07,11,15,17,19,23,31,09,37,"
330,280,2018-08-31,280,04,09,10,11,24,32,35,02,37,"04,09,10,11,24,32,35,02,37,"
331,281,2018-09-07,281,01,02,17,19,20,22,26,30,36,"01,02,17,19,20,22,26,30,36,"
332,282,2018-09-14,282,10,17,18,25,29,35,36,07,14,"10,17,18,25,29,35,36,07,14,"
333,283,2018-09-21,283,13,14,15,17,23,29,31,10,19,"13,14,15,17,23,29,31,10,19,"
334,284,2018-09-28,284,06,07,10,25,29,30,33,01,31,"06,07,10,25,29,30,33,01,31,"
335,285,2018-10-05,285,11,15,21,26,30,34,35,04,36,"11,15,21,26,30,34,35,04,36,"
336,286,2018-10-12,286,04,05,14,17,18,29,37,27,31,"04,05,14,17,18,29,37,27,31,"
337,287,2018-10-19,287,02,07,10,20,24,29,34,04,08,"02,07,10,20,24,29,34,04,08,"
338,288,2018-10-26,288,01,08,09,16,27,32,37,17,31,"01,08,09,16,27,32,37,17,31,"
339,289,2018-11-02,289,02,07,10,12,16,17,34,23,25,"02,07,10,12,16,17,34,23,25,"
340,290,2018-11-09,290,03,13,22,26,31,32,37,29,35,"03,13,22,26,31,32,37,29,35,"
341,291,2018-11-16,291,01,11,18,19,21,29,37,05,15,"01,11,18,19,21,29,37,05,15,"
342,292,2018-11-23,292,12,15,25,26,27,29,35,24,30,"12,15,25,26,27,29,35,24,30,"
343,293,2018-11-30,293,11,13,15,20,27,29,35,01,07,"11,13,15,20,27,29,35,01,07,"
344,294,2018-12-07,294,03,04,06,10,14,22,29,28,32,"03,04,06,10,14,22,29,28,32,"
345,295,2018-12-14,295,04,05,06,08,09,22,32,13,26,"04,05,06,08,09,22,32,13,26,"
346,296,2018-12-21,296,01,08,10,12,18,28,29,25,27,"01,08,10,12,18,28,29,25,27,"
347,297,2018-12-28,297,02,03,11,16,23,28,36,08,24,"02,03,11,16,23,28,36,08,24,"
348,298,2019-01-04,298,01,03,08,11,18,19,22,26,30,"01,03,08,11,18,19,22,26,30,"
349,299,2019-01-11,299,01,06,10,13,16,26,36,28,30,"01,06,10,13,16,26,36,28,30,"
350,300,2019-01-18,300,04,07,21,31,33,34,35,06,12,"04,07,21,31,33,34,35,06,12,"
351,301,2019-01-25,301,04,11,12,25,27,30,33,05,19,"04,11,12,25,27,30,33,05,19,"
352,302,2019-02-01,302,08,16,26,27,28,32,34,04,25,"08,16,26,27,28,32,34,04,25,"
353,303,2019-02-08,303,04,07,14,17,21,34,37,10,30,"04,07,14,17,21,34,37,10,30,"
354,304,2019-02-15,304,07,09,10,17,28,33,36,18,23,"07,09,10,17,28,33,36,18,23,"
355,305,2019-02-22,305,06,17,23,24,27,28,31,10,18,"06,17,23,24,27,28,31,10,18,"
356,306,2019-03-01,306,12,13,15,22,25,33,35,01,31,"12,13,15,22,25,33,35,01,31,"
357,307,2019-03-08,307,05,08,15,24,25,32,35,20,26,"05,08,15,24,25,32,35,20,26,"
358,308,2019-03-15,308,05,06,11,15,20,32,33,13,25,"05,06,11,15,20,32,33,13,25,"
359,309,2019-03-22,309,01,07,13,14,16,21,22,18,34,"01,07,13,14,16,21,22,18,34,"
360,310,2019-03-29,310,17,25,26,28,31,32,37,06,09,"17,25,26,28,31,32,37,06,09,"
361,311,2019-04-05,311,09,11,18,24,26,27,37,30,33,"09,11,18,24,26,27,37,30,33,"
362,312,2019-04-12,312,01,02,04,18,20,29,34,17,30,"01,02,04,18,20,29,34,17,30,"
363,313,2019-04-19,313,09,13,16,23,28,29,30,01,20,"09,13,16,23,28,29,30,01,20,"
364,314,2019-04-26,314,03,06,08,19,32,34,35,12,30,"03,06,08,19,32,34,35,12,30,"
365,315,2019-05-03,315,03,11,18,26,30,33,37,28,31,"03,11,18,26,30,33,37,28,31,"
366,316,2019-05-10,316,03,09,10,17,30,33,34,06,08,"03,09,10,17,30,33,34,06,08,"
367,317,2019-05-17,317,07,08,14,15,16,20,29,18,19,"07,08,14,15,16,20,29,18,19,"
368,318,2019-05-24,318,04,05,10,12,27,34,36,03,14,"04,05,10,12,27,34,36,03,14,"
369,319,2019-05-31,319,02,06,14,23,28,31,35,19,27,"02,06,14,23,28,31,35,19,27,"
370,320,2019-06-07,320,05,06,18,22,26,33,34,36,37,"05,06,18,22,26,33,34,36,37,"
371,321,2019-06-14,321,15,24,27,28,29,34,35,09,25,"15,24,27,28,29,34,35,09,25,"
372,322,2019-06-21,322,01,10,11,21,26,29,30,14,20,"01,10,11,21,26,29,30,14,20,"
373,323,2019-06-28,323,11,14,15,21,26,34,36,23,27,"11,14,15,21,26,34,36,23,27,"
374,324,2019-07-05,324,09,13,16,17,18,19,20,30,36,"09,13,16,17,18,19,20,30,36,"
375,325,2019-07-12,325,04,14,17,18,21,31,33,06,20,"04,14,17,18,21,31,33,06,20,"
376,326,2019-07-19,326,01,02,17,18,24,27,29,12,32,"01,02,17,18,24,27,29,12,32,"
377,327,2019-07-26,327,01,03,13,14,16,30,31,02,17,"01,03,13,14,16,30,31,02,17,"
378,328,2019-08-02,328,03,09,10,14,19,24,30,18,21,"03,09,10,14,19,24,30,18,21,"
379,329,2019-08-09,329,03,10,19,20,26,28,30,15,25,"03,10,19,20,26,28,30,15,25,"
380,330,2019-08-16,330,03,04,10,12,17,18,20,19,32,"03,04,10,12,17,18,20,19,32,"
381,331,2019-08-23,331,05,07,11,12,15,18,20,19,30,"05,07,11,12,15,18,20,19,30,"
382,332,2019-08-30,332,05,07,10,15,24,27,30,03,33,"05,07,10,15,24,27,30,03,33,"
383,333,2019-09-06,333,01,04,10,11,16,24,34,30,32,"01,04,10,11,16,24,34,30,32,"
384,334,2019-09-13,334,03,07,15,16,30,34,35,08,29,"03,07,15,16,30,34,35,08,29,"
385,335,2019-09-20,335,09,10,17,18,22,25,35,13,14,"09,10,17,18,22,25,35,13,14,"
386,336,2019-09-27,336,09,10,13,21,25,31,33,24,37,"09,10,13,21,25,31,33,24,37,"
387,391,2020-10-23,391,10,23,27,32,33,35,37,24,26,"10,23,27,32,33,35,37,24,26,"
388,390,2020-10-16,390,03,06,19,21,23,26,27,30,34,"03,06,19,21,23,26,27,30,34,"
389,389,2020-10-09,389,01,06,11,13,18,24,27,17,23,"01,06,11,13,18,24,27,17,23,"
390,388,2020-10-02,388,01,06,08,10,18,21,32,13,28,"01,06,08,10,18,21,32,13,28,"
